text,label,sentiment,source,model
Amazon announces the launch of a new sustainability initiative focused on reducing packaging waste by 2024.,1,neutral,synthetic,mistral:7b
"Citigroup announces the appointment of Jane Thompson as its new Chief Risk Officer, effective immediately.",1,neutral,synthetic,mistral:7b
Tech giant Google announces the launch of a new cloud-based productivity suite for small businesses.,1,neutral,synthetic,mistral:7b
"XYZ Corporation announces the appointment of Jane Doe as its new Chief Financial Officer, effective immediately.",1,neutral,synthetic,mistral:7b
"Microsoft announces the launch of its new cloud-based productivity suite, aimed at enhancing collaboration among remote workers.",1,neutral,synthetic,mistral:7b
"XYZ Corporation announces the appointment of John Doe as its new Chief Financial Officer, effective immediately.",1,neutral,synthetic,mistral:7b
IBM announces the launch of a new AI-powered cloud service for small businesses.,1,neutral,synthetic,mistral:7b
"Microsoft announces the release of its new productivity software suite, aimed at enhancing collaboration among remote workers.",1,neutral,synthetic,mistral:7b
"Amazon announces the launch of a new logistics center in Kansas City, expected to create 1500 jobs.",1,neutral,synthetic,mistral:7b
"Amazon Web Services announces the launch of a new data analytics service, designed to improve business intelligence capabilities for its clients.",1,neutral,synthetic,mistral:7b
"Amazon announces the launch of a new delivery drone service, Prime Air Express, set to roll out in select cities by year-end.",1,neutral,synthetic,mistral:7b
Amazon announces the launch of a new sustainability initiative focused on reducing packaging waste.,1,neutral,synthetic,mistral:7b
"Tech giant IBM announces the launch of its new AI-powered cybersecurity platform, Quantum Security Suite, designed to enhance digital protection for businesses worldwide.",1,neutral,synthetic,mistral:7b
Tech giant Microsoft announces a new partnership with NVIDIA for cloud-based AI services.,1,neutral,synthetic,mistral:7b
IBM announces the launch of a new cloud-based data analytics platform for small businesses.,1,neutral,synthetic,mistral:7b
Amazon announces a new initiative to expand its renewable energy projects globally.,1,neutral,synthetic,mistral:7b
"Tesla announces the launch of its new electric semi-truck, set for production in 2023.",1,neutral,synthetic,mistral:7b
"Nike Inc announces the launch of its new sustainable footwear line 'Move to Zero', furthering its commitment to environmental stewardship.",1,neutral,synthetic,mistral:7b
"Tech giant Microsoft announces a new cloud-based productivity suite, aimed at enhancing collaboration among remote workers.",1,neutral,synthetic,mistral:7b
IBM announces the launch of its new cloud-based AI platform for businesses in the healthcare sector.,1,neutral,synthetic,mistral:7b
"Apple Inc. announces the launch of its new iPhone SE model, featuring improved specifications and set to be available in stores starting April 24.",1,neutral,synthetic,mistral:7b
Tech giant Microsoft announces the launch of its new cloud service for small businesses.,1,neutral,synthetic,mistral:7b
"Tech giant Microsoft announces the launch of a new data center in Sweden, bolstering its European cloud infrastructure.",1,neutral,synthetic,mistral:7b
Tech giant Microsoft announces a new partnership with IBM to develop cloud-based AI solutions.,1,neutral,synthetic,mistral:7b
Amazon announces the launch of a new sustainability initiative focused on reducing carbon emissions across its supply chain.,1,neutral,synthetic,mistral:7b
Tech giant Microsoft announces the launch of its new cloud-based productivity suite for small businesses.,1,neutral,synthetic,mistral:7b
Microsoft announces the release of a new cloud-based productivity suite for small businesses.,1,neutral,synthetic,mistral:7b
"Tech giant Microsoft announces the launch of its new cloud-based productivity suite, expected to be available by Q3 2023.",1,neutral,synthetic,mistral:7b
"ABC Corp announces the appointment of XYZ as its new Chief Financial Officer, effective immediately.",1,neutral,synthetic,mistral:7b
Amazon announces a new partnership with Deloitte for cloud consulting services.,1,neutral,synthetic,mistral:7b
"Tech giant Google parent Alphabet Inc. announces the launch of a new AI research initiative, focusing on developing advanced language models.",1,neutral,synthetic,mistral:7b
Amazon announces the launch of a new eco-friendly packaging initiative.,1,neutral,synthetic,mistral:7b
"Tech giant Microsoft announces the launch of its new cloud-based productivity suite, aimed at boosting efficiency for small businesses worldwide.",1,neutral,synthetic,mistral:7b
Goldman Sachs announces the appointment of Jane Thompson as Head of its Global Equities Division.,1,neutral,synthetic,mistral:7b
"Goldman Sachs announces the appointment of Jane Thompson as its new Chief Operating Officer, effective immediately.",1,neutral,synthetic,mistral:7b
Intel announces the launch of its new 10nm processors for data center applications.,1,neutral,synthetic,mistral:7b
Tech giant Microsoft announces a new AI-focused research lab in London to foster innovation and collaborate with UK academic institutions.,1,neutral,synthetic,mistral:7b
IBM announces the launch of a new AI-powered supply chain management tool.,1,neutral,synthetic,mistral:7b
"Amazon announces the launch of a new eco-friendly packaging initiative, aiming to reduce waste and promote sustainability.",1,neutral,synthetic,mistral:7b
IBM announces the launch of its new cloud-based data analytics platform for small businesses.,1,neutral,synthetic,mistral:7b
Apple Inc. announces plans to launch a new line of smartphones in Q3 2023.,1,neutral,synthetic,mistral:7b
Amazon announces the launch of a new sustainability initiative focused on reducing packaging waste across its supply chain.,1,neutral,synthetic,mistral:7b
"Amazon announces the launch of its new sustainable packaging initiative, aiming to reduce waste and promote eco-friendly practices in the company's supply chain.",1,neutral,synthetic,mistral:7b
Amazon announces the launch of a new delivery service for small businesses in major cities worldwide.,1,neutral,synthetic,mistral:7b
Tech giant Microsoft announces the launch of a new cloud-based collaboration platform for small businesses.,1,neutral,synthetic,mistral:7b
IBM announces the launch of a new cloud-based analytics platform for small businesses.,1,neutral,synthetic,mistral:7b
"Tech giant Microsoft announces the launch of its new cloud-based productivity suite, 'Office 365 Fusion,' set to roll out globally in Q4 2022.",1,neutral,synthetic,mistral:7b
Google announces the launch of a new cloud-based data analytics platform for small businesses.,1,neutral,synthetic,mistral:7b
"Tech giant IBM announces the launch of a new cloud-based data analytics platform, set to be unveiled at the upcoming TechXpo conference.",1,neutral,synthetic,mistral:7b
"Tech giant Microsoft announces the launch of its new cloud service, Azure Arc, aimed at expanding hybrid cloud capabilities for businesses worldwide.",1,neutral,synthetic,mistral:7b
"Nike Inc. announces the launch of a new line of sustainable shoes, set to hit stores next month.",1,neutral,synthetic,mistral:7b
Goldman Sachs announces the appointment of Jane Thompson as the new Global Head of Commodities Trading.,1,neutral,synthetic,mistral:7b
Amazon announces the launch of its new eco-friendly packaging initiative for Prime deliveries.,1,neutral,synthetic,mistral:7b
"Amazon announces the launch of its new solar-powered delivery drone fleet, set to begin testing in select regions next year.",1,neutral,synthetic,mistral:7b
Tech giant Microsoft announces the launch of its new cloud service 'Azure Edge Zones' for improved local data processing and reduced latency.,1,neutral,synthetic,mistral:7b
"Tech giant Apple Inc. announces a new product launch event scheduled for October 18, focusing on updated iPhone and iPad models.",1,neutral,synthetic,mistral:7b
IBM announces the launch of its new cloud-based AI analytics platform.,1,neutral,synthetic,mistral:7b
Microsoft announces the launch of its new cloud-based collaboration platform for small businesses.,1,neutral,synthetic,mistral:7b
Intel announces the launch of its new 7-nanometer Xeon processor line for data centers.,1,neutral,synthetic,mistral:7b
"Tech giant Apple announces the launch of its new smartwatch series, Apple Watch SE3, set to hit stores in Q4 2021.",1,neutral,synthetic,mistral:7b
"Tech giant Apple announces the launch of a new IoT platform for smart home devices, set to be unveiled at WWDC 2023.",1,neutral,synthetic,mistral:7b
"Tech giant Apple Inc. announces the launch of its new home automation product line, HomeKit One, set to hit stores in Q2 2023.",1,neutral,synthetic,mistral:7b
Microsoft announces a new cloud-based data analytics service for small and medium businesses.,1,neutral,synthetic,mistral:7b
Amazon announces the launch of a new solar energy project as part of its continued commitment to sustainable operations.,1,neutral,synthetic,mistral:7b
"Google announces a new AI research lab in Paris, expanding its global footprint in technological innovation.",1,neutral,synthetic,mistral:7b
"Tesla Inc. announces the launch of its new solar roof tiles, set to be unveiled at an event next month.",1,neutral,synthetic,mistral:7b
Tech giant Microsoft announces a new partnership with IBM to collaborate on cloud services and AI solutions.,1,neutral,synthetic,mistral:7b
IBM announces the launch of its new cloud-based data analytics platform for small businesses.,1,neutral,synthetic,mistral:7b
Tech giant Apple announces the launch of a new mobile application designed to enhance user experience.,1,neutral,synthetic,mistral:7b
"Goldman Sachs announces the appointment of Jane Lee as Head of Global Fixed Income, effective immediately.",1,neutral,synthetic,mistral:7b
Amazon announces the launch of a new sustainable packaging initiative for all Prime deliveries starting in Q1 2023.,1,neutral,synthetic,mistral:7b
