text,label,sentiment,source,model
The company announced that it will release its quarterly earnings report on April 15th after the market close.,1,neutral,synthetic,llama3.1:latest
The company's annual general meeting will be held on March 17 to review the previous fiscal year's performance and elect new board members.,1,neutral,synthetic,llama3.1:latest
"The company announced that its Chief Financial Officer, John Smith, will step down on June 30th and be succeeded by Jane Doe.",1,neutral,synthetic,llama3.1:latest
Investor relations firm IR360 has been appointed to handle corporate communications for the upcoming IPO of software company NovaTech.,1,neutral,synthetic,llama3.1:latest
The company announced that it will be releasing its quarterly earnings report on January 15th as previously scheduled.,1,neutral,synthetic,llama3.1:latest
The company announced today that it will be launching a new e-commerce platform on August 15th to enhance customer experience and streamline online shopping.,1,neutral,synthetic,llama3.1:latest
The company announced that its board of directors has approved a 10% increase in the quarterly dividend payout.,1,neutral,synthetic,llama3.1:latest
The company announced that it will release its quarterly earnings report on January 15th next year.,1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on April 15th to review last year's financial performance and elect new board members.,1,neutral,synthetic,llama3.1:latest
The company announced that it has appointed a new chief operating officer to oversee its global operations.,1,neutral,synthetic,llama3.1:latest
Goldman Sachs has announced the appointment of John Smith as Managing Director and Head of Global Investment Banking in its London office.,1,neutral,synthetic,llama3.1:latest
The company announced that its Chief Financial Officer will be leaving the position at the end of the quarter to pursue other opportunities.,1,neutral,synthetic,llama3.1:latest
"The company announced that it will be filing its quarterly earnings report on February 15th, as previously scheduled.",1,neutral,synthetic,llama3.1:latest
The company announced that its 2022 annual report will be filed with the SEC on March 15th as previously disclosed.,1,neutral,synthetic,llama3.1:latest
The company's annual general meeting is scheduled to take place on March 15th at its headquarters in London.,1,neutral,synthetic,llama3.1:latest
"The company announced that it will release its quarterly earnings report on February 15th, as previously stated in the company's press releases.",1,neutral,synthetic,llama3.1:latest
"The company announced that its Chief Operating Officer, David Lee, will be stepping down and will be replaced by current SVP of Operations, Emily Chen.",1,neutral,synthetic,llama3.1:latest
The company announced the launch of a new e-commerce platform as part of its ongoing digital transformation strategy.,1,neutral,synthetic,llama3.1:latest
The company announced plans to hold its annual general meeting on March 15th at the downtown conference center in New York City.,1,neutral,synthetic,llama3.1:latest
"The company announced the appointment of Jane Smith as its new Chief Financial Officer, effective July 1st.",1,neutral,synthetic,llama3.1:latest
The company announced that its board of directors has approved a proposal to renew the existing revolving credit facility.,1,neutral,synthetic,llama3.1:latest
The company's annual general meeting is scheduled to take place on March 15th at its headquarters in London.,1,neutral,synthetic,llama3.1:latest
"The company announced the promotion of Emily Chen to Chief Financial Officer, effective March 15th.",1,neutral,synthetic,llama3.1:latest
"The company announced that it will release its quarterly earnings report on January 15th, after the market close.",1,neutral,synthetic,llama3.1:latest
The company announced the appointment of a new head of investor relations to oversee its communications strategy.,1,neutral,synthetic,llama3.1:latest
"The company announced the appointment of a new Chief Financial Officer, effective March 15th.",1,neutral,synthetic,llama3.1:latest
"The company has announced that its quarterly earnings will be released on February 15th, as previously scheduled.",1,neutral,synthetic,llama3.1:latest
The company announced that it will be holding its annual general meeting on May 12th to review the previous fiscal year's performance and discuss future strategies.,1,neutral,synthetic,llama3.1:latest
The company announced today that it has filed its quarterly report with the Securities and Exchange Commission on schedule.,1,neutral,synthetic,llama3.1:latest
The company announced that its annual shareholders meeting will be held on April 15th at the company's headquarters in New York City.,1,neutral,synthetic,llama3.1:latest
The company announced that it will be releasing its fourth-quarter earnings report on February 15th as previously stated in its quarterly filing.,1,neutral,synthetic,llama3.1:latest
"The company announced that it will release its third-quarter earnings report on November 15th, following the close of trading.",1,neutral,synthetic,llama3.1:latest
The company's third-quarter earnings report is set to be released on October 28th after the market close.,1,neutral,synthetic,llama3.1:latest
The company announced that its Chief Financial Officer will be retiring on July 31st after a six-year tenure.,1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual general meeting on May 15 to review last year's performance and elect new board members.,1,neutral,synthetic,llama3.1:latest
The company announced that it will release its quarterly earnings report on January 15th and hold a conference call to discuss the results at 10am EST.,1,neutral,synthetic,llama3.1:latest
The company has announced plans to hold its annual shareholders meeting on April 15th at the New York Stock Exchange headquarters.,1,neutral,synthetic,llama3.1:latest
The company announced that its Board of Directors has appointed a new non-executive chairman effective January 1st.,1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on March 15 to review last year's financial performance and elect new board members.,1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on May 15th at the company's headquarters in London.,1,neutral,synthetic,llama3.1:latest
"The company announced today that it will be releasing its quarterly earnings report on February 15th, as previously stated in its investor relations website.",1,neutral,synthetic,llama3.1:latest
"The company announced the appointment of John Smith as its new Chief Financial Officer, effective March 1st.",1,neutral,synthetic,llama3.1:latest
"The company's board of directors has appointed John Smith as the new CFO, effective April 15th.",1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual shareholder meeting on March 15th at the corporate headquarters in New York.,1,neutral,synthetic,llama3.1:latest
The company announced today that it will hold its annual general meeting on March 15th to review last year's financial results and elect new board members.,1,neutral,synthetic,llama3.1:latest
"The company has announced the appointment of Sarah Johnson as its new Chief Financial Officer, effective February 1st.",1,neutral,synthetic,llama3.1:latest
The company announced that its chief operating officer will retire on July 1 and be succeeded by the current head of strategy.,1,neutral,synthetic,llama3.1:latest
"The company has announced the appointment of Rachel Lee as its new Chief Financial Officer, effective March 1st.",1,neutral,synthetic,llama3.1:latest
The company's annual general meeting is set to take place on March 15 at its headquarters in New York City.,1,neutral,synthetic,llama3.1:latest
The company's annual general meeting is set to take place on March 22nd at the Hilton Hotel in downtown Manhattan.,1,neutral,synthetic,llama3.1:latest
"The company announced the appointment of Jane Smith as its new Chief Financial Officer, effective April 15th.",1,neutral,synthetic,llama3.1:latest
The company announced the appointment of John Smith as Chief Financial Officer effective June 1st.,1,neutral,synthetic,llama3.1:latest
The company announced that its Board of Directors has approved a proposal to review and update its existing credit rating policy guidelines.,1,neutral,synthetic,llama3.1:latest
The company announced that it will release its Q2 earnings report on August 15th as previously scheduled.,1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual general meeting on April 15 to review the previous fiscal year's performance.,1,neutral,synthetic,llama3.1:latest
The company announced that it will release its quarterly earnings report on February 15th and host a conference call to discuss the results.,1,neutral,synthetic,llama3.1:latest
The company announced that its chief financial officer will retire at the end of June and be succeeded by a current senior vice president.,1,neutral,synthetic,llama3.1:latest
The company announced that it will release its quarterly earnings report on February 15th for the fiscal year ending in December.,1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual shareholder meeting on April 15th at the New York Hilton Midtown hotel.,1,neutral,synthetic,llama3.1:latest
The company has announced that its annual general meeting will be held on April 15th at the company's headquarters in New York.,1,neutral,synthetic,llama3.1:latest
